"2020-05-30 23:36:52",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002283,"3100|29"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002289,"3100|27"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002295,"3100|30|c|3"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002297,"3100|34"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002303,"3100|35|c|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002305,"3100|36"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002311,"3100|37"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002317,"3100|38"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002323,"3100|48"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002329,"3100|49"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002335,"3100|41"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002341,"3100|20"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002347,"3100|42|c|4"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002349,"3100|43|c|3"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002351,"3100|53"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002357,"3100|44|c|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002359,"3100|47"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002374,"3200|2"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002380,"3200|3"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002385,"3200|37|s|3"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002387,"3200|5"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002393,"3200|6"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002399,"3200|8"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002405,"3200|7"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002411,"3200|36|m|3"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002413,"3200|11|s|2"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002415,"3200|10"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002421,"3200|12"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002427,"3200|15|c|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002429,"3200|16"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002435,"3200|18|m|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002437,"3200|19"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002443,"3200|21|l|3"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002445,"3200|22"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002451,"3200|34"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002457,"3200|23|c|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002459,"3200|24"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002465,"3200|25|s|3"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002467,"3200|26"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002473,"3200|29"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002478,"3200|38|l|3"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002480,"3200|30|l|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002482,"3200|31"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002488,"3200|32"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002494,"3200|35"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002500,"3200|13"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002506,"3200|28"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002512,"3200|17|l|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002523,"3300|10"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002529,"3300|6"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002535,"3300|30"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002541,"3300|28"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002547,"3300|12|s|5"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002549,"3300|21"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002555,"3300|15"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002561,"3300|26|l|5"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002563,"3300|23|l|4"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002565,"3300|29"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002571,"3300|13"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002577,"3300|16|l|5"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002579,"3300|8"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002585,"3300|25"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002591,"3300|14|l|5"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002593,"3300|18|l|4"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002595,"3300|19|l|4"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002597,"3300|17|c|5"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002599,"3300|11"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002605,"3300|9"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002611,"3300|27"
"2020-05-30 23:37:23","AIR:401000000","building-cog",401002617,"3300|20|l|5"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002619,"3300|24"
"2020-05-30 23:37:23","AIR:401000000","building-toon",401002625,"3300|7"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002670,"9000|1"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002676,"9000|3"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002682,"9000|6"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002708,"9100|1"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002714,"9100|2"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002720,"9100|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002726,"9100|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002732,"9100|7"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002738,"9100|8"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002744,"9100|9"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002750,"9100|13|m|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002752,"9100|16"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002758,"9100|17|s|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002760,"9100|19"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002766,"9100|20"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002772,"9100|22"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002778,"9100|25"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002784,"9100|26"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002790,"9100|27"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002796,"9100|28"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002802,"9100|29|m|3"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002804,"9100|30|s|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002806,"9100|33"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002811,"9100|36|c|3"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002813,"9100|34|l|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002815,"9100|40"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002821,"9100|39|s|5"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002823,"9100|42|s|5"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002825,"9100|43|m|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002827,"9100|44"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002833,"9100|45|l|4"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002835,"9100|47|c|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002837,"9100|49"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002843,"9100|50|c|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002845,"9100|51"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002851,"9100|31"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002866,"9200|52|m|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002868,"9200|3"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002874,"9200|41"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002880,"9200|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002886,"9200|36"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002892,"9200|27|m|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002894,"9200|9"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002900,"9200|5"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002906,"9200|6"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002912,"9200|55"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002917,"9200|40"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002923,"9200|7"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002929,"9200|53|m|5"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002931,"9200|11|c|3"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002933,"9200|10|m|5"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002935,"9200|44|m|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002937,"9200|25"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002943,"9200|13"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002949,"9200|37|m|4"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002951,"9200|12|m|4"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002953,"9200|16|m|3"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002955,"9200|38|m|3"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002957,"9200|54"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002963,"9200|14"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002969,"9200|59"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401002975,"9200|17|s|4"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002977,"9200|18"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002983,"9200|15"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002989,"9200|21"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401002995,"9200|20"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401003001,"9200|8"
"2020-05-30 23:37:26","AIR:401000000","building-toon",401003007,"9200|19"
"2020-05-30 23:37:26","AIR:401000000","building-cog",401003013,"9200|22|m|4"
"2020-05-30 23:38:05","Client:1000000000","client-connected","179.179.176.120:60774","192.168.1.100:7198"
"2020-05-30 23:38:05","AIR:1000000",accountLogin,1000000000,100000011,andrewlod
"2020-05-30 23:38:12","AIR:1000000",avatarChosen,100000012,100000011
"2020-05-30 23:38:36","AIR:401000000",questTier,100000012,0
"2020-05-30 23:39:19","AIR:401000000","disconnect-reason",100000012,2
"2020-05-30 23:39:20","Client:1000000000","client-disconnected"
"2020-05-30 23:39:20","AIR:401000000",avatarExit,100000012,
