"2020-05-30 23:25:25",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002271,"3100|29"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002277,"3100|27"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002283,"3100|30|c|3"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002285,"3100|34"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002291,"3100|35|c|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002293,"3100|36"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002299,"3100|37"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002305,"3100|38"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002311,"3100|48"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002317,"3100|49"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002323,"3100|41"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002329,"3100|20"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002335,"3100|42|c|4"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002337,"3100|43|c|3"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002339,"3100|53"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002345,"3100|44|c|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002347,"3100|47"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002362,"3200|2"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002368,"3200|3"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002373,"3200|37|s|3"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002375,"3200|5"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002381,"3200|6"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002387,"3200|8"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002393,"3200|7"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002399,"3200|36|m|3"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002401,"3200|11|s|2"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002403,"3200|10"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002409,"3200|12"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002415,"3200|15|c|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002417,"3200|16"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002423,"3200|18|m|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002425,"3200|19"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002431,"3200|21|l|3"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002433,"3200|22"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002439,"3200|34"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002445,"3200|23|c|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002447,"3200|24"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002453,"3200|25|s|3"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002455,"3200|26"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002461,"3200|29"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002466,"3200|38|l|3"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002468,"3200|30|l|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002470,"3200|31"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002476,"3200|32"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002482,"3200|35"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002488,"3200|13"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002494,"3200|28"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002500,"3200|17|l|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002511,"3300|10"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002517,"3300|6"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002523,"3300|30"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002529,"3300|28"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002535,"3300|12|s|5"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002537,"3300|21"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002543,"3300|15"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002549,"3300|26|l|5"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002551,"3300|23|l|4"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002553,"3300|29"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002559,"3300|13"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002565,"3300|16|l|5"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002567,"3300|8"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002573,"3300|25"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002579,"3300|14|l|5"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002581,"3300|18|l|4"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002583,"3300|19|l|4"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002585,"3300|17|c|5"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002587,"3300|11"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002593,"3300|9"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002599,"3300|27"
"2020-05-30 23:25:52","AIR:401000000","building-cog",401002605,"3300|20|l|5"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002607,"3300|24"
"2020-05-30 23:25:52","AIR:401000000","building-toon",401002613,"3300|7"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002658,"9000|1"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002664,"9000|3"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002670,"9000|6"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002696,"9100|1"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002702,"9100|2"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002708,"9100|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002714,"9100|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002720,"9100|7"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002726,"9100|8"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002732,"9100|9"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002738,"9100|13|m|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002740,"9100|16"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002746,"9100|17|s|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002748,"9100|19"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002754,"9100|20"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002760,"9100|22"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002766,"9100|25"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002772,"9100|26"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002778,"9100|27"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002784,"9100|28"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002790,"9100|29|m|3"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002792,"9100|30|s|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002794,"9100|33"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002799,"9100|36|c|3"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002801,"9100|34|l|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002803,"9100|40"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002809,"9100|39|s|5"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002811,"9100|42|s|5"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002813,"9100|43|m|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002815,"9100|44"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002821,"9100|45|l|4"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002823,"9100|47|c|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002825,"9100|49"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002831,"9100|50|c|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002833,"9100|51"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002839,"9100|31"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002854,"9200|52|m|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002856,"9200|3"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002862,"9200|41"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002868,"9200|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002874,"9200|36"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002880,"9200|27|m|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002882,"9200|9"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002888,"9200|5"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002894,"9200|6"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002900,"9200|55"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002905,"9200|40|m|3"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002907,"9200|7"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002913,"9200|53|m|5"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002915,"9200|11|c|3"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002917,"9200|10|m|5"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002919,"9200|44|m|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002921,"9200|25"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002927,"9200|13"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002933,"9200|37|m|4"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002935,"9200|12|m|4"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002937,"9200|16|m|3"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002939,"9200|38|m|3"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002941,"9200|54"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002947,"9200|14"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002953,"9200|59"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002959,"9200|17|s|4"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002961,"9200|18"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002967,"9200|15"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002973,"9200|21"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002979,"9200|20"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002985,"9200|8"
"2020-05-30 23:25:54","AIR:401000000","building-toon",401002991,"9200|19"
"2020-05-30 23:25:54","AIR:401000000","building-cog",401002997,"9200|22|m|4"
"2020-05-30 23:26:08","AIR:401000000","building-toon",401001350,"5200|21"
"2020-05-30 23:26:08","AIR:401000000","building-toon",401002905,"9200|40"
"2020-05-30 23:26:12","Client:1000000000","client-connected","179.179.176.120:60632","192.168.1.100:7198"
"2020-05-30 23:26:13","AIR:1000000",accountLogin,1000000000,100000011,andrewlod
"2020-05-30 23:26:17","AIR:1000000",avatarChosen,100000012,100000011
"2020-05-30 23:26:38","AIR:401000000",questTier,100000012,0
"2020-05-30 23:26:52","AIR:401000000","magic-word",100000012,700,100000012,700,run,None
"2020-05-30 23:27:02","AIR:401000000","disconnect-reason",100000012,2
"2020-05-30 23:27:03","Client:1000000000","client-disconnected"
"2020-05-30 23:27:03","AIR:401000000",avatarExit,100000012,
"2020-05-30 23:27:56","Client:1000000001","client-connected","179.179.176.120:60656","192.168.1.100:7198"
"2020-05-30 23:27:56","AIR:1000000",accountLogin,1000000001,100000011,andrewlod
"2020-05-30 23:28:05","AIR:1000000",avatarChosen,100000012,100000011
"2020-05-30 23:28:22","AIR:401000000",questTier,100000012,0
"2020-05-30 23:28:23","AIR:401000000","building-toon",401001437,"5300|26"
"2020-05-30 23:28:29","AIR:401000000","building-toon",401001175,"5100|10"
"2020-05-30 23:28:45","AIR:401000000","disconnect-reason",100000012,2
"2020-05-30 23:28:46","Client:1000000001","client-disconnected"
"2020-05-30 23:28:46","AIR:401000000",avatarExit,100000012,
"2020-05-30 23:29:23","Client:1000000002","client-connected","179.179.176.120:60686","192.168.1.100:7198"
"2020-05-30 23:29:23","AIR:1000000",accountLogin,1000000002,100000011,andrewlod
"2020-05-30 23:29:32","AIR:1000000",avatarChosen,100000012,100000011
"2020-05-30 23:29:50","AIR:401000000",questTier,100000012,0
"2020-05-30 23:30:10","AIR:401000000","disconnect-reason",100000012,2
"2020-05-30 23:30:11","Client:1000000002","client-disconnected"
"2020-05-30 23:30:11","AIR:401000000",avatarExit,100000012,
